song_id,artist_name,genre,orientation,line_idx,line_text,line_words,match_start_s,match_end_s,window_start_s,window_end_s,position_pct,total_duration_s,lmc,match_confidence
RTJ_01,Run the Jewels,hip-hop,narrative,0,"Run, run, run, run, run",5,50.413,79.041,45.413,84.041,31.101,208.12,0.233961,0.4
RTJ_01,Run the Jewels,hip-hop,narrative,8,Better hide all the snacks and the dough,8,147.829,149.33,142.829,154.33,71.391,208.12,0.283325,0.25
RTJ_02,Run the Jewels,hip-hop,narrative,1,"I presented the evidence, eloquent as the President",8,57.016,58.978,52.016,63.978,33.808,171.549,0.161249,0.25
RTJ_03,Run the Jewels,hip-hop,narrative,4,Move like Jesus die like a martyr,7,82.183,83.404,77.183,88.404,47.88,172.919,0.160052,0.286
RTJ_03,Run the Jewels,hip-hop,narrative,13,"Bad hoes, we in the DR",6,145.648,146.969,140.648,151.969,84.611,172.919,0.201795,0.333
RTJ_05,Run the Jewels,hip-hop,narrative,0,Really fell out the lane with this shit,8,27.834,29.957,22.834,34.957,13.008,222.144,0.18238,0.375
RTJ_05,Run the Jewels,hip-hop,narrative,1,"Man, print this shit: I'm a misfit",7,31.198,32.659,26.198,37.659,14.373,222.144,0.131243,0.286
RTJ_05,Run the Jewels,hip-hop,narrative,3,Born to the next-gen system,5,36.924,37.825,31.924,42.825,16.824,222.144,0.060803,0.4
RTJ_05,Run the Jewels,hip-hop,narrative,21,"I don't only bite, but I'm rabid",7,156.167,157.348,151.167,162.348,70.566,222.144,0.33622,0.286
RTJ_06,Run the Jewels,hip-hop,narrative,0,"Killer Mike and El-P, fuck boys know the combination ain't healthy",11,0.411,4.596,0.0,9.596,1.391,180.001,0.234441,0.636
RTJ_06,Run the Jewels,hip-hop,narrative,1,Tell me if you smell the marijuana hanging off my breath,11,4.796,7.919,0.0,12.919,3.532,180.001,0.266558,0.545
RTJ_06,Run the Jewels,hip-hop,narrative,2,Blowing smoke and I'm coughing like I'm damn near death,10,8.019,11.322,3.019,16.322,5.372,180.001,0.259143,0.3
RTJ_06,Run the Jewels,hip-hop,narrative,3,"If I died right now, I would be so fresh to death",12,11.542,14.365,6.542,19.365,7.196,180.001,0.351719,0.833
RTJ_06,Run the Jewels,hip-hop,narrative,4,"They would have to say, ""That fat motherfucker coffin fresh",10,14.545,17.588,9.545,22.588,8.926,180.001,0.41485,0.8
RTJ_07,Run the Jewels,hip-hop,narrative,0,"You know I get loose, I'm a screw turned pro status",11,7.881,10.323,2.881,15.323,4.36,208.747,0.275712,0.273
RTJ_07,Run the Jewels,hip-hop,narrative,1,Never did shit but inflict this damage,7,10.403,12.304,5.403,17.304,5.439,208.747,0.252941,1.0
RTJ_07,Run the Jewels,hip-hop,narrative,2,Never met a word that I wouldn't like a weapon just brandish,12,12.404,14.806,7.404,19.806,6.517,208.747,0.353747,1.0
RTJ_07,Run the Jewels,hip-hop,narrative,3,"Walk away, clown boy, vanish",5,14.846,16.327,9.846,21.327,7.467,208.747,0.040258,0.8
RTJ_07,Run the Jewels,hip-hop,narrative,4,"Feelin' outlandish, chemicals soaked in my cabbage",7,16.747,18.809,11.747,23.809,8.517,208.747,0.2186,0.429
RTJ_07,Run the Jewels,hip-hop,narrative,5,"Face numb, face off rap shit, straight no chasing that dragon",11,18.889,21.651,13.889,26.651,9.71,208.747,0.542314,0.727
RTJ_07,Run the Jewels,hip-hop,narrative,9,"Light a flare in the road, I'm an accident",9,96.69,98.631,91.69,103.631,46.784,208.747,0.285293,0.333
RTJ_09,Run the Jewels,hip-hop,narrative,0,Now come over here and let me give you a tongue kiss,12,0.291,4.397,0.0,9.397,1.212,193.399,0.280541,1.0
RTJ_09,Run the Jewels,hip-hop,narrative,1,On your hot pocket,4,5.378,6.399,0.378,11.399,3.045,193.399,0.186694,0.75
RTJ_09,Run the Jewels,hip-hop,narrative,2,Me and Mike'll go Twin Hype and do a dance on your windpipes,13,6.459,9.664,1.459,14.664,4.168,193.399,-0.064689,0.846
RTJ_09,Run the Jewels,hip-hop,narrative,3,Put your fucking jazz hands back in your pants,9,9.684,11.906,4.684,16.906,5.582,193.399,0.008599,1.0
RTJ_09,Run the Jewels,hip-hop,narrative,4,And get them shits sliced,5,11.947,12.968,6.947,17.968,6.441,193.399,0.13254,0.8
RTJ_09,Run the Jewels,hip-hop,narrative,5,"Caught the ghost when I was yay high, so today I stay way high",14,12.988,16.052,7.988,21.052,7.508,193.399,0.149102,0.786
RTJ_09,Run the Jewels,hip-hop,narrative,6,"Do not worry about my habits, without sin, I'd probably hate life",12,16.272,19.376,11.272,24.376,9.216,193.399,0.269166,0.5
RTJ_10,Run the Jewels,hip-hop,narrative,0,That was me in BK on Atlantic,7,36.723,38.505,31.723,43.505,14.367,261.805,0.106736,0.857
RTJ_10,Run the Jewels,hip-hop,narrative,1,"Never looked both ways, ran in traffic",7,38.985,40.847,33.985,45.847,15.246,261.805,0.216551,1.0
RTJ_10,Run the Jewels,hip-hop,narrative,2,"Pops went away but I stayed, vagrant",7,41.267,43.149,36.267,48.149,16.122,261.805,0.330321,0.857
RTJ_10,Run the Jewels,hip-hop,narrative,3,Placed where the steel and cement became nature,8,43.249,45.391,38.249,50.391,16.929,261.805,0.202308,0.5
RTJ_10,Run the Jewels,hip-hop,narrative,4,"Love what you did with the place, it looks gorgeous",10,45.711,47.653,40.711,52.653,17.831,261.805,0.275442,0.8
RTJ_10,Run the Jewels,hip-hop,narrative,5,Cityscape where the blood of good men courses,8,48.294,50.115,43.294,55.115,18.794,261.805,0.149081,0.375
RTJ_10,Run the Jewels,hip-hop,narrative,6,And the dreamers are bull trapped in porcelain,8,50.396,52.557,45.396,57.557,19.662,261.805,0.157753,0.875
RTJ_10,Run the Jewels,hip-hop,narrative,7,Take a knee to the gods and get horse shit,10,52.578,55.12,47.578,60.12,20.568,261.805,0.269553,0.7
RTJ_10,Run the Jewels,hip-hop,narrative,16,The most impressionable minds,4,145.852,146.813,140.852,151.813,55.894,261.805,0.157182,0.25
RTJ_12,Run the Jewels,hip-hop,narrative,2,Fuck the slow mo,4,73.93,74.73,68.93,79.73,31.732,234.243,0.14396,0.25
RTJ_13,Run the Jewels,hip-hop,narrative,6,SKRRRT! We dash away,4,104.182,105.263,99.182,110.263,50.834,206.007,0.336701,0.25
RTJ_13,Run the Jewels,hip-hop,narrative,8,Doctors of death,3,203.577,203.859,198.577,206.007,98.889,206.007,0.295354,0.333
RTJ_14,Run the Jewels,hip-hop,narrative,0,We return from the depths of the badlands,8,30.914,32.215,25.914,37.215,18.923,166.805,0.104586,0.5
RTJ_14,Run the Jewels,hip-hop,narrative,1,With a gun and a knife in our waistband,9,32.695,34.495,27.695,39.495,20.14,166.805,0.214649,0.667
RTJ_14,Run the Jewels,hip-hop,narrative,2,Went to war with the Devil and Shaitan,8,34.575,36.316,29.575,41.316,21.25,166.805,0.255487,0.625
RTJ_14,Run the Jewels,hip-hop,narrative,3,He wore a bad toupee and a spray tan,9,36.376,37.857,31.376,42.857,22.251,166.805,0.243129,0.444
RTJ_14,Run the Jewels,hip-hop,narrative,4,"So high now, hoping that I land",7,38.377,40.118,33.377,45.118,23.529,166.805,0.14373,0.857
RTJ_14,Run the Jewels,hip-hop,narrative,5,"On a Thai stick, moving through Thailand",7,40.278,41.998,35.278,46.998,24.662,166.805,0.120033,0.857
RTJ_14,Run the Jewels,hip-hop,narrative,6,"On the radio, heard a plane hijack",7,42.158,43.939,37.158,48.939,25.808,166.805,0.226051,0.429
RTJ_14,Run the Jewels,hip-hop,narrative,7,Government did that like they cooked crack,7,44.299,45.68,39.299,50.68,26.971,166.805,0.369116,0.286
RTJ_14,Run the Jewels,hip-hop,narrative,15,Hit Uber and maneuvered out the area,7,114.173,115.694,109.173,120.694,68.903,166.805,0.10868,0.286
RTJ_14,Run the Jewels,hip-hop,narrative,19,Militant Michael might go psycho,5,126.277,127.258,121.277,132.258,75.997,166.805,0.220627,0.4
RTJ_14,Run the Jewels,hip-hop,narrative,42,Talk to me,3,150.59,151.11,145.59,156.11,90.435,166.805,0.204007,1.0
RTJ_14,Run the Jewels,hip-hop,narrative,43,Talk to me,3,154.372,154.952,149.372,159.952,92.72,166.805,0.205629,1.0
RTJ_15,Run the Jewels,hip-hop,narrative,0,Mastered economics 'cause you took yourself from squalor (Slave),9,1.877,5.262,0.0,10.262,1.732,206.144,0.312254,0.667
RTJ_15,Run the Jewels,hip-hop,narrative,1,Mastered academics 'cause your grades say you a scholar (Slave),10,5.462,8.887,0.462,13.887,3.48,206.144,0.323391,0.3
RTJ_15,Run the Jewels,hip-hop,narrative,2,Mastered Instagram 'cause you can instigate a follow (Shit),9,9.067,12.912,4.067,17.912,5.331,206.144,0.342652,0.667
RTJ_15,Run the Jewels,hip-hop,narrative,3,Look at all these slave masters posin' on yo' dollar (,11,16.317,43.587,11.317,48.587,14.53,206.144,0.372538,0.4
RTJ_15,Run the Jewels,hip-hop,narrative,4,Get it? Yeah,3,141.318,141.959,136.318,146.959,68.709,206.144,0.264702,0.333
KL_01,Kendrick Lamar,hip-hop,narrative,0,Nobody pray for me,4,2.032,3.473,0.0,8.473,1.555,177.0,0.172692,0.75
KL_01,Kendrick Lamar,hip-hop,narrative,1,It been that day for me,6,3.673,5.054,0.0,10.054,2.465,177.0,0.122881,0.833
KL_01,Kendrick Lamar,hip-hop,narrative,2,"Way (Yeah, yeah)",3,6.815,8.215,1.815,13.215,4.246,177.0,0.462678,0.333
KL_01,Kendrick Lamar,hip-hop,narrative,9,I get way too petty once you let me do the extras,12,110.406,113.387,105.406,118.387,63.218,177.0,0.354747,0.25
KL_02,Kendrick Lamar,hip-hop,narrative,0,"I got, I got, I got, I got—",8,0.151,1.751,0.0,6.751,0.51,186.642,0.294565,1.0
KL_02,Kendrick Lamar,hip-hop,narrative,1,"Loyalty, got royalty inside my DNA",6,1.811,4.952,0.0,9.952,1.812,186.642,0.232006,0.333
KL_02,Kendrick Lamar,hip-hop,narrative,2,"Cocaine quarter piece, got war and peace inside my DNA",10,5.012,8.393,0.012,13.393,3.591,186.642,0.145227,0.3
KL_02,Kendrick Lamar,hip-hop,narrative,3,"I got power, poison, pain, and joy inside my DNA",10,32.279,35.521,27.279,40.521,18.163,186.642,0.326751,0.4
KL_02,Kendrick Lamar,hip-hop,narrative,4,"I got hustle, though, ambition flow inside my DNA",9,39.823,42.344,34.823,47.344,22.012,186.642,0.234633,0.333
KL_02,Kendrick Lamar,hip-hop,narrative,8,This that put-the-kids-to-bed,3,106.138,106.758,101.138,111.758,57.033,186.642,0.2293,0.333
KL_03,Kendrick Lamar,hip-hop,narrative,0,"Alls my life, I has to fight, nigga",8,3.414,7.617,0.0,12.617,2.836,194.49,0.196792,0.75
KL_03,Kendrick Lamar,hip-hop,narrative,1,"Alls my life, I—",4,7.817,9.819,2.817,14.819,4.534,194.49,0.246702,0.75
KL_03,Kendrick Lamar,hip-hop,narrative,2,"Hard times like, ""Yah""",4,9.879,11.46,4.879,16.46,5.486,194.49,0.150824,0.75
KL_03,Kendrick Lamar,hip-hop,narrative,3,"Bad trips like, ""Yah""",4,12.041,13.682,7.041,18.682,6.613,194.49,0.173044,0.75
KL_03,Kendrick Lamar,hip-hop,narrative,4,"I'm fucked up, homie, you fucked up",7,15.103,17.165,10.103,22.165,8.296,194.49,0.323302,1.0
KL_03,Kendrick Lamar,hip-hop,narrative,5,"But if God got us, then we gon' be alright",10,17.225,19.927,12.225,24.927,9.551,194.49,0.256736,1.0
KL_03,Kendrick Lamar,hip-hop,narrative,6,"Nigga, we gon' be alright",5,20.208,22.089,15.208,27.089,10.874,194.49,0.314772,1.0
KL_03,Kendrick Lamar,hip-hop,narrative,7,"Nigga, we gon' be alright",5,22.67,24.251,17.67,29.251,12.063,194.49,0.336279,1.0
KL_03,Kendrick Lamar,hip-hop,narrative,8,We gon' be alright,4,25.117,26.12,20.117,31.12,13.172,194.49,0.291107,0.75
KL_03,Kendrick Lamar,hip-hop,narrative,9,"Do you hear me, do you feel me? We gon' be alright",12,26.461,28.847,21.461,33.847,14.219,194.49,0.379536,0.333
KL_03,Kendrick Lamar,hip-hop,narrative,10,"Nigga, we gon' be alright",5,29.389,30.512,24.389,35.512,15.399,194.49,0.347795,0.4
KL_03,Kendrick Lamar,hip-hop,narrative,14,"Uh, and when I wake up",6,70.53,72.25,65.53,77.25,36.706,194.49,0.297578,0.333
KL_03,Kendrick Lamar,hip-hop,narrative,19,Painkillers only put me in the twilight,7,126.027,127.128,121.027,132.128,65.082,194.49,0.200615,0.286
KL_06,Kendrick Lamar,hip-hop,narrative,0,If Pirus and Crips all got along,7,0.211,3.075,0.0,8.075,0.469,350.12,0.361945,0.857
KL_06,Kendrick Lamar,hip-hop,narrative,1,They'd probably gun me down by the end of this song,11,3.355,6.279,0.0,11.279,1.376,350.12,0.466733,0.727
KL_06,Kendrick Lamar,hip-hop,narrative,2,Seem like the whole city go against me,8,6.74,9.343,1.74,14.343,2.297,350.12,0.306071,0.875
KL_06,Kendrick Lamar,hip-hop,narrative,3,"Every time I'm in the street, I hear, ""Yawk, yawk, yawk, yawk""",12,9.644,28.026,4.644,33.026,5.38,350.12,0.343384,0.667
KL_06,Kendrick Lamar,hip-hop,narrative,5,"Fuck who you know—where you from, my nigga?",8,91.662,94.043,86.662,99.043,26.52,350.12,0.372101,0.25
KL_06,Kendrick Lamar,hip-hop,narrative,23,"With the sliding door, fuck is up?",7,337.918,339.18,332.918,344.18,96.695,350.12,0.039723,0.286
KL_07,Kendrick Lamar,hip-hop,narrative,0,"Uh, Martin had a dream",5,15.829,19.512,10.829,24.512,8.307,212.706,0.11147,0.8
KL_07,Kendrick Lamar,hip-hop,narrative,1,Martin had a dream,4,21.274,22.695,16.274,27.695,10.336,212.706,0.243187,0.5
KL_07,Kendrick Lamar,hip-hop,narrative,3,"All my life, I want money and power",8,62.704,78.853,57.704,83.853,33.275,212.706,0.389744,0.75
KL_07,Kendrick Lamar,hip-hop,narrative,4,Respect my mind or die from lead shower,8,115.264,118.447,110.264,123.447,54.937,212.706,0.298598,0.75
KL_07,Kendrick Lamar,hip-hop,narrative,5,I pray my dick get big as the Eiffel Tower,10,118.607,121.59,113.607,126.59,56.462,212.706,0.417134,0.5
KL_07,Kendrick Lamar,hip-hop,narrative,6,So I can fuck the world for seventy-two hours,9,121.65,125.628,116.65,130.628,58.127,212.706,0.35179,0.667
KL_08,Kendrick Lamar,hip-hop,narrative,5,I'm mad (,3,45.434,45.814,40.434,50.814,19.431,234.8,0.26313,0.5
KL_08,Kendrick Lamar,hip-hop,narrative,6,"), but I ain't stressin'",5,52.575,53.095,47.575,58.095,22.502,234.8,0.410564,0.5
KL_08,Kendrick Lamar,hip-hop,narrative,8,"Bitch, where you when I was walkin'?",7,83.778,85.138,78.778,90.138,35.97,234.8,0.425651,0.571
KL_08,Kendrick Lamar,hip-hop,narrative,9,"Now I run the game, got the whole world talkin'",10,85.398,87.199,80.398,92.199,36.754,234.8,0.265781,0.9
KL_08,Kendrick Lamar,hip-hop,narrative,10,"King Kunta, everybody wanna cut the legs off him",9,123.529,127.516,118.529,132.516,53.459,234.8,0.360225,0.667
KL_08,Kendrick Lamar,hip-hop,narrative,11,"Kunta, black man taking no losses, oh yeah",8,144.347,147.049,139.347,152.049,62.052,234.8,0.287288,0.25
KL_08,Kendrick Lamar,hip-hop,narrative,12,"Bitch, where you when I was walkin'?",7,164.719,166.48,159.719,171.48,70.528,234.8,0.329703,0.429
KL_08,Kendrick Lamar,hip-hop,narrative,13,"Now I run the game, got the whole world talkin'",10,170.382,173.664,165.382,178.664,73.264,234.8,0.14891,0.6
KL_08,Kendrick Lamar,hip-hop,narrative,14,"King Kunta, everybody wanna cut the legs off him",9,173.964,176.145,168.964,181.145,74.555,234.8,0.301893,0.556
KL_08,Kendrick Lamar,hip-hop,narrative,15,When you got the yams (,6,181.007,181.908,176.007,186.908,77.282,234.8,0.380539,0.4
KL_09,Kendrick Lamar,hip-hop,narrative,0,I am a sinner,4,16.37,17.57,11.37,22.57,5.468,310.323,0.293284,1.0
KL_09,Kendrick Lamar,hip-hop,narrative,1,Who's probably gonna sin again,5,18.71,21.071,13.71,26.071,6.41,310.323,0.278513,1.0
KL_09,Kendrick Lamar,hip-hop,narrative,2,"Lord, forgive me, Lord, forgive me",6,21.091,25.612,16.091,30.612,7.525,310.323,0.295581,0.667
KL_09,Kendrick Lamar,hip-hop,narrative,3,Things I don't understand,4,26.192,28.212,21.192,33.212,8.766,310.323,0.222009,1.0
KL_09,Kendrick Lamar,hip-hop,narrative,4,"Sometimes, I need to be alone",6,28.573,30.353,23.573,35.353,9.494,310.323,0.497746,1.0
KL_09,Kendrick Lamar,hip-hop,narrative,5,"Bitch, don't kill my vibe, bitch, don't kill my vibe",10,33.281,36.362,28.281,41.362,11.221,310.323,0.250853,0.4
KL_09,Kendrick Lamar,hip-hop,narrative,6,I can feel your energy from two planets away,9,37.002,39.863,32.002,44.863,12.385,310.323,0.116408,1.0
KL_09,Kendrick Lamar,hip-hop,narrative,7,"I got my drink, I got my music, I would share it, but, today, I'm yellin'",16,39.923,43.484,34.923,48.484,13.439,310.323,0.223242,0.562
KL_09,Kendrick Lamar,hip-hop,narrative,9,Look inside of my soul and you can find gold and maybe get rich,14,51.107,54.148,46.107,59.148,16.959,310.323,0.383656,1.0
KL_09,Kendrick Lamar,hip-hop,narrative,10,Look inside of your soul and you can find out it never exist,13,54.688,57.649,49.688,62.649,18.1,310.323,0.404628,0.923
KL_09,Kendrick Lamar,hip-hop,narrative,11,I can feel the changes,5,58.349,59.29,53.349,64.29,18.954,310.323,0.299595,1.0
KL_09,Kendrick Lamar,hip-hop,narrative,12,"I can feel a new life, I always knew life can be dangerous",13,60.11,63.131,55.11,68.131,19.857,310.323,0.425017,0.923
KL_09,Kendrick Lamar,hip-hop,narrative,13,I can say that I like a challenge and you tell me it's painless,14,63.731,66.531,58.731,71.531,20.988,310.323,0.311605,0.929
KL_09,Kendrick Lamar,hip-hop,narrative,14,You don't know what pain is,6,67.091,69.192,62.091,74.192,21.958,310.323,0.36026,0.667
KL_09,Kendrick Lamar,hip-hop,narrative,16,"Fell on my face and awoke with a scar, another mistake livin' deep in my heart",16,72.792,75.973,67.792,80.973,23.969,310.323,0.221287,0.562
KL_09,Kendrick Lamar,hip-hop,narrative,17,"Wear it on top of my sleeve in a flick, I can admit that it did look like yours",19,76.193,79.573,71.193,84.573,25.097,310.323,0.255716,0.737
KL_09,Kendrick Lamar,hip-hop,narrative,18,Why you resent every makin' of his? Tell me your purpose is petty again,14,80.294,83.114,75.294,88.114,26.329,310.323,0.389673,0.5
KL_09,Kendrick Lamar,hip-hop,narrative,19,"But even a small lighter can burn a bridge, even a small lighter can burn a bridge",17,83.434,86.475,78.434,91.475,27.376,310.323,0.194329,0.353
KL_09,Kendrick Lamar,hip-hop,narrative,20,I can feel the changes,5,86.775,87.955,81.775,92.955,28.153,310.323,0.308231,0.8
KL_09,Kendrick Lamar,hip-hop,narrative,21,I can feel the new people 'round me just wanna be famous,12,88.555,91.636,83.555,96.636,29.033,310.323,0.49771,0.833
KL_09,Kendrick Lamar,hip-hop,narrative,22,"You can see that my city found me, then put me on stages",13,92.256,95.878,87.256,100.878,30.313,310.323,0.41198,0.462
KL_09,Kendrick Lamar,hip-hop,narrative,23,"To me, that's amazin'",4,97.538,98.279,92.538,103.279,31.551,310.323,0.249504,0.5
KL_09,Kendrick Lamar,hip-hop,narrative,25,I am a sinner,4,102.32,103.5,97.32,108.5,33.162,310.323,0.292147,0.75
KL_09,Kendrick Lamar,hip-hop,narrative,26,Who's probably gonna sin again,5,104.661,107.022,99.661,112.022,34.107,310.323,0.280767,0.8
KL_09,Kendrick Lamar,hip-hop,narrative,27,"Lord, forgive me, Lord, forgive me",6,107.042,111.563,102.042,116.563,35.222,310.323,0.24273,0.667
KL_09,Kendrick Lamar,hip-hop,narrative,28,Things I don't understand,4,112.183,114.144,107.183,119.144,36.466,310.323,0.194529,1.0
KL_09,Kendrick Lamar,hip-hop,narrative,29,"Sometimes, I need to be alone",6,114.164,116.185,109.164,121.185,37.114,310.323,0.375399,1.0
KL_10,Kendrick Lamar,hip-hop,narrative,0,"Every second, every minute, man, I swear that she can get it",12,0.211,3.594,0.0,8.594,0.634,300.16,0.389362,1.0
KL_10,Kendrick Lamar,hip-hop,narrative,1,"Say if you a bad bitch, put your hands up high",11,4.375,8.859,0.0,13.859,2.204,300.16,0.469493,0.273
KL_10,Kendrick Lamar,hip-hop,narrative,2,"Hands up high, hands up high",6,9.379,11.341,4.379,16.341,3.451,300.16,0.302622,0.5
KL_10,Kendrick Lamar,hip-hop,narrative,5,In the thundering rain,4,101.226,106.632,96.226,111.632,34.625,300.16,0.114986,0.5
KL_10,Kendrick Lamar,hip-hop,narrative,9,"With poetic justice, poetic justice",5,130.955,134.436,125.955,139.436,44.208,300.16,0.216619,0.8
KL_11,Kendrick Lamar,hip-hop,narrative,0,"I remember you was conflicted, misusing your influence",8,0.648,4.502,0.0,9.502,0.856,300.973,0.164782,1.0
KL_11,Kendrick Lamar,hip-hop,narrative,1,"Sometimes, I did the same",5,5.465,6.79,0.465,11.79,2.036,300.973,0.201824,1.0
KL_11,Kendrick Lamar,hip-hop,narrative,2,If these walls could talk,5,32.784,34.191,27.784,39.191,11.126,300.973,0.166491,0.6
KL_11,Kendrick Lamar,hip-hop,narrative,3,If these walls could talk,5,35.035,35.738,30.035,40.738,11.757,300.973,0.104006,0.6
KL_11,Kendrick Lamar,hip-hop,narrative,4,If these walls could talk,5,117.174,118.576,112.174,123.576,39.165,300.973,0.170884,0.4
KL_11,Kendrick Lamar,hip-hop,narrative,5,If these walls could talk,5,118.877,120.999,113.877,125.999,39.85,300.973,0.167119,0.4
KL_11,Kendrick Lamar,hip-hop,narrative,6,If these walls could talk,5,121.199,123.302,116.199,128.302,40.618,300.973,0.148716,0.4
KL_11,Kendrick Lamar,hip-hop,narrative,7,If these walls could talk—,5,150.568,151.729,145.568,156.729,50.22,300.973,0.294505,0.4
KL_11,Kendrick Lamar,hip-hop,narrative,11,Exercise her right to work it out,7,216.674,218.815,211.674,223.815,72.347,300.973,0.053125,0.286
KL_11,Kendrick Lamar,hip-hop,narrative,16,"She plays, only when you tell her no",8,264.73,266.29,259.73,271.29,88.217,300.973,0.13854,0.375
KL_12,Kendrick Lamar,hip-hop,narrative,0,Is this mic on?,4,24.234,24.895,19.234,29.895,10.648,230.702,0.106115,0.25
KL_12,Kendrick Lamar,hip-hop,narrative,6,He done traveled all over the world,7,156.095,157.815,151.095,162.815,68.034,230.702,0.162158,0.286
KL_13,Kendrick Lamar,hip-hop,narrative,4,I hope I'm not too late,6,193.751,196.192,188.751,201.192,81.565,239.038,0.362567,0.333
KL_13,Kendrick Lamar,hip-hop,narrative,72,Pray for London,3,202.675,204.056,197.675,209.056,85.077,239.038,0.222884,0.667
KL_14,Kendrick Lamar,hip-hop,narrative,0,"Takin' my baby to school, then I pray for her",10,6.574,8.694,1.574,13.694,3.774,202.292,0.33093,0.8
KL_14,Kendrick Lamar,hip-hop,narrative,1,"'Cause you bitches ain't never been cool, writin' testament",9,8.734,11.215,3.734,16.215,4.931,202.292,0.360822,0.667
KL_14,Kendrick Lamar,hip-hop,narrative,2,"Paintin' pictures, put me in the Louvre, that's a definite",10,11.255,13.857,6.255,18.857,6.207,202.292,0.259382,0.8
KL_14,Kendrick Lamar,hip-hop,narrative,3,"Universal shift, I'm in a groove",6,14.337,15.277,9.337,20.277,7.32,202.292,0.058877,0.333
KL_14,Kendrick Lamar,hip-hop,narrative,4,"And celebrity do not mean integrity, you fool",8,15.517,17.758,10.517,22.758,8.224,202.292,0.357707,0.625
KL_14,Kendrick Lamar,hip-hop,narrative,5,"I'm a good man, shake your hand, firm grip rule",10,17.838,20.579,12.838,25.579,9.495,202.292,0.502048,0.9
KL_14,Kendrick Lamar,hip-hop,narrative,6,"Seventy-two wins, lost ten, ballin' with the flu",8,20.599,22.76,15.599,27.76,10.717,202.292,0.103939,0.625
KL_14,Kendrick Lamar,hip-hop,narrative,7,"More than two M's for a show, but add another two",11,22.82,25.361,17.82,30.361,11.909,202.292,0.264409,0.273
KL_14,Kendrick Lamar,hip-hop,narrative,8,"Hmm, lil' Man-Man, the big mans",6,26.582,27.822,21.582,32.822,13.447,202.292,0.269167,0.333
KL_14,Kendrick Lamar,hip-hop,narrative,9,"The GT Dyno flippin' the kickstand, ooh",7,83.621,85.423,78.621,90.423,41.782,202.292,0.183628,0.286
KL_15,Kendrick Lamar,hip-hop,narrative,0,"Hello, new world, all the boys and girls",8,0.171,3.174,0.0,8.174,0.854,195.953,0.186231,0.75
KL_15,Kendrick Lamar,hip-hop,narrative,1,I got some true stories to tell,7,3.494,6.638,0.0,11.638,2.585,195.953,0.259635,1.0
KL_15,Kendrick Lamar,hip-hop,narrative,2,"You're back outside, but they still lied",7,6.658,10.061,1.658,15.061,4.266,195.953,0.411914,0.857
KL_15,Kendrick Lamar,hip-hop,narrative,3,"Take off the foo-foo, take off the clout chase, take off the Wi-Fi",13,14.313,17.334,9.313,22.334,8.075,195.953,0.094163,0.923
KL_15,Kendrick Lamar,hip-hop,narrative,4,"Take off the money phone, take off the car loan, take off the flex and the white lies",18,17.734,21.316,12.734,26.316,9.964,195.953,0.146079,0.889
KL_15,Kendrick Lamar,hip-hop,narrative,5,"Take off the weird-ass jewelry, I'ma take ten steps, then I'm takin' off top five",15,21.496,24.197,16.496,29.197,11.659,195.953,0.086271,0.333
KL_15,Kendrick Lamar,hip-hop,narrative,6,"Take off them fabricated streams and them microwave memes, it's a real world outside (Take that shit off)",18,24.557,28.858,19.557,33.858,13.63,195.953,-0.116293,0.667
KL_15,Kendrick Lamar,hip-hop,narrative,7,"Take off your idols, take off the runway, I take off to Cairo (Take that shit off)",17,33.4,37.241,28.4,42.241,18.025,195.953,0.125419,0.353
KL_15,Kendrick Lamar,hip-hop,narrative,9,"Take off the front flag, take off perception, take off the cop with the eye patch (Take that shit off)",20,44.866,49.589,39.866,54.589,24.101,195.953,0.095921,0.25
KL_15,Kendrick Lamar,hip-hop,narrative,10,"Take off the unloyal, take off the unsure, take off decisions I lack (Take it off)",16,50.47,57.096,45.47,62.096,27.447,195.953,0.136589,0.25
JC_01,J. Cole,hip-hop,narrative,0,"First things first: rest in peace, Uncle Phil",8,18.923,23.091,13.923,28.091,7.166,293.14,0.285855,0.375
JC_01,J. Cole,hip-hop,narrative,1,You the only father that I ever knew,8,23.752,25.496,18.752,30.496,8.4,293.14,0.30314,1.0
JC_01,J. Cole,hip-hop,narrative,2,"I get my bitch pregnant, I'ma be a better you",10,25.696,27.58,20.696,32.58,9.087,293.14,0.533108,0.5
JC_01,J. Cole,hip-hop,narrative,3,Prophecies that I made way back in the Ville,9,28.221,30.706,23.221,35.706,10.051,293.14,0.301198,0.889
JC_01,J. Cole,hip-hop,narrative,4,"Listen, even back when we was broke, my team ill",10,33.282,35.404,28.282,40.404,11.716,293.14,0.402252,0.9
JC_01,J. Cole,hip-hop,narrative,5,"Martin Luther King woulda been on Dreamville, talk to a nigga",11,35.724,38.465,30.724,43.465,12.654,293.14,0.223406,0.273
JC_01,J. Cole,hip-hop,narrative,6,One time for my L.A. sisters,6,39.166,41.087,34.166,46.087,13.688,293.14,0.23909,1.0
JC_01,J. Cole,hip-hop,narrative,7,One time for my L.A. ho,6,41.587,43.328,36.587,48.328,14.484,293.14,0.205931,0.833
JC_01,J. Cole,hip-hop,narrative,8,Lame niggas can't tell the difference,6,43.348,45.849,38.348,50.849,15.214,293.14,0.168539,0.5
JC_01,J. Cole,hip-hop,narrative,9,One time for a nigga who know,7,46.369,48.01,41.369,53.01,16.098,293.14,0.285791,0.857
